condition,dataset_source,hours_after_sunset,bat_landing_to_food,seconds_after_rat_arrival,metric_type,bat_landing_number,food_availability
control,time_series,12.0,,,aggregate_behavior,3.0,2.0
control,time_series,12.5,,,aggregate_behavior,1.0,2.0
control,time_series,-2.0,,,aggregate_behavior,14.0,4.0
control,time_series,-1.5,,,aggregate_behavior,20.0,4.0
rat_present,time_series,-1.0,,,aggregate_behavior,22.0,4.0
rat_present,time_series,-0.5,,,aggregate_behavior,23.0,3.856819468
control,time_series,0.0,,,aggregate_behavior,32.0,3.350877193
control,time_series,0.5,,,aggregate_behavior,46.0,3.008488964
control,time_series,1.0,,,aggregate_behavior,17.0,3.0
rat_present,time_series,1.5,,,aggregate_behavior,17.0,3.0
control,time_series,2.0,,,aggregate_behavior,28.0,3.0
rat_present,time_series,2.5,,,aggregate_behavior,22.0,3.0
control,time_series,3.0,,,aggregate_behavior,19.0,3.0
control,time_series,3.5,,,aggregate_behavior,35.0,3.0
rat_present,time_series,4.0,,,aggregate_behavior,22.0,3.0
control,time_series,4.5,,,aggregate_behavior,18.0,2.835975943
rat_present,time_series,5.0,,,aggregate_behavior,27.0,2.338983051
rat_present,time_series,5.5,,,aggregate_behavior,38.0,2.008201203
control,time_series,6.0,,,aggregate_behavior,46.0,2.0
control,time_series,6.5,,,aggregate_behavior,48.0,2.0
rat_present,time_series,7.0,,,aggregate_behavior,59.0,2.0
rat_present,time_series,7.5,,,aggregate_behavior,28.0,2.0
rat_present,time_series,8.0,,,aggregate_behavior,24.0,2.0
rat_present,time_series,8.5,,,aggregate_behavior,31.0,2.0
control,time_series,9.0,,,aggregate_behavior,18.0,1.615384615
rat_present,time_series,9.5,,,aggregate_behavior,13.0,1.037220844
rat_present,time_series,10.0,,,aggregate_behavior,10.0,1.0
control,time_series,10.5,,,aggregate_behavior,2.0,1.0
control,time_series,11.0,,,aggregate_behavior,3.0,0.0
control,time_series,13.0,,,aggregate_behavior,3.0,0.0
control,time_series,4.5,,,aggregate_behavior,44.0,0.0
control,time_series,5.0,,,aggregate_behavior,59.0,0.0
control,time_series,5.5,,,aggregate_behavior,82.0,0.0
rat_present,time_series,6.0,,,aggregate_behavior,27.0,0.0
control,time_series,6.5,,,aggregate_behavior,32.0,0.0
rat_present,time_series,7.0,,,aggregate_behavior,52.0,0.0
rat_present,time_series,7.5,,,aggregate_behavior,34.0,0.0
rat_present,time_series,8.0,,,aggregate_behavior,29.0,0.0
rat_present,time_series,8.5,,,aggregate_behavior,21.0,0.0
rat_present,time_series,9.0,,,aggregate_behavior,15.0,0.0
rat_present,time_series,9.5,,,aggregate_behavior,15.0,0.0
control,time_series,10.0,,,aggregate_behavior,6.0,0.0
control,time_series,10.5,,,aggregate_behavior,1.0,0.0
control,time_series,11.0,,,aggregate_behavior,2.0,0.0
control,time_series,11.5,,,aggregate_behavior,8.0,0.0
control,time_series,12.0,,,aggregate_behavior,2.0,0.0
control,time_series,13.0,,,aggregate_behavior,1.0,0.0
control,time_series,13.5,,,aggregate_behavior,1.0,0.0
control,time_series,-2.0,,,aggregate_behavior,8.0,4.0
control,time_series,-1.5,,,aggregate_behavior,22.0,4.0
control,time_series,-1.0,,,aggregate_behavior,44.0,4.0
control,time_series,-0.5,,,aggregate_behavior,45.0,3.811290323
control,time_series,0.0,,,aggregate_behavior,31.0,3.316666667
control,time_series,0.5,,,aggregate_behavior,12.0,3.005376344
control,time_series,1.0,,,aggregate_behavior,35.0,3.0
control,time_series,1.5,,,aggregate_behavior,49.0,3.0
control,time_series,2.0,,,aggregate_behavior,64.0,3.0
control,time_series,2.5,,,aggregate_behavior,31.0,3.0
control,time_series,3.0,,,aggregate_behavior,13.0,3.0
control,time_series,3.5,,,aggregate_behavior,14.0,3.0
control,time_series,4.0,,,aggregate_behavior,42.0,3.0
control,time_series,4.5,,,aggregate_behavior,18.0,3.0
control,time_series,5.0,,,aggregate_behavior,37.0,3.0
rat_present,time_series,5.5,,,aggregate_behavior,40.0,3.0
rat_present,time_series,6.0,,,aggregate_behavior,34.0,3.0
control,time_series,6.5,,,aggregate_behavior,33.0,3.0
rat_present,time_series,7.0,,,aggregate_behavior,30.0,3.0
rat_present,time_series,7.5,,,aggregate_behavior,12.0,3.0
rat_present,time_series,8.0,,,aggregate_behavior,10.0,3.0
control,time_series,8.5,,,aggregate_behavior,24.0,2.823084677
rat_present,time_series,9.0,,,aggregate_behavior,14.0,2.359375
rat_present,time_series,9.5,,,aggregate_behavior,25.0,2.018145161
rat_present,time_series,10.0,,,aggregate_behavior,19.0,2.0
rat_present,time_series,10.5,,,aggregate_behavior,8.0,2.0
control,time_series,11.0,,,aggregate_behavior,9.0,2.0
control,time_series,11.5,,,aggregate_behavior,7.0,2.0
control,time_series,12.0,,,aggregate_behavior,3.0,2.0
control,time_series,12.5,,,aggregate_behavior,1.0,2.0
control,time_series,13.0,,,aggregate_behavior,3.0,2.0
control,time_series,-2.0,,,aggregate_behavior,5.0,4.0
control,time_series,-1.5,,,aggregate_behavior,11.0,4.0
control,time_series,-1.0,,,aggregate_behavior,6.0,4.0
control,time_series,-0.5,,,aggregate_behavior,6.0,3.828133263
control,time_series,0.0,,,aggregate_behavior,1.0,3.344262295
rat_present,time_series,0.5,,,aggregate_behavior,4.0,3.011105235
rat_present,time_series,1.0,,,aggregate_behavior,18.0,3.0
rat_present,time_series,1.5,,,aggregate_behavior,38.0,3.0
control,time_series,2.0,,,aggregate_behavior,24.0,3.0
rat_present,time_series,2.5,,,aggregate_behavior,36.0,3.0
control,time_series,3.0,,,aggregate_behavior,34.0,3.0
control,time_series,3.5,,,aggregate_behavior,21.0,3.0
rat_present,time_series,4.0,,,aggregate_behavior,26.0,3.0
rat_present,time_series,4.5,,,aggregate_behavior,32.0,3.0
control,time_series,5.0,,,aggregate_behavior,17.0,3.0
control,time_series,5.5,,,aggregate_behavior,28.0,3.0
rat_present,time_series,6.0,,,aggregate_behavior,29.0,3.0
rat_present,time_series,6.5,,,aggregate_behavior,29.0,2.819243604
rat_present,time_series,7.0,,,aggregate_behavior,12.0,2.310344828
control,time_series,7.5,,,aggregate_behavior,23.0,2.003337041
control,time_series,8.0,,,aggregate_behavior,11.0,2.0
rat_present,time_series,8.5,,,aggregate_behavior,13.0,2.0
rat_present,time_series,9.0,,,aggregate_behavior,15.0,2.0
rat_present,time_series,9.5,,,aggregate_behavior,5.0,2.0
rat_present,time_series,10.0,,,aggregate_behavior,3.0,2.0
rat_present,time_series,10.5,,,aggregate_behavior,3.0,2.0
control,time_series,11.0,,,aggregate_behavior,3.0,2.0
control,time_series,11.5,,,aggregate_behavior,3.0,2.0
control,time_series,12.0,,,aggregate_behavior,5.0,2.0
control,time_series,12.5,,,aggregate_behavior,11.0,2.0
control,time_series,13.0,,,aggregate_behavior,3.0,0.0
control,time_series,1.0,,,aggregate_behavior,1.0,4.0
control,time_series,1.5,,,aggregate_behavior,10.0,3.885116016
control,time_series,2.0,,,aggregate_behavior,8.0,3.622807018
rat_present,time_series,2.5,,,aggregate_behavior,21.0,3.359649123
rat_present,time_series,3.0,,,aggregate_behavior,16.0,3.099320883
control,time_series,3.5,,,aggregate_behavior,30.0,3.0
rat_present,time_series,4.0,,,aggregate_behavior,21.0,3.0
rat_present,time_series,4.5,,,aggregate_behavior,2.0,3.0
rat_present,time_series,5.0,,,aggregate_behavior,42.0,3.0
rat_present,time_series,5.5,,,aggregate_behavior,26.0,3.0
rat_present,time_series,6.0,,,aggregate_behavior,37.0,3.0
control,time_series,6.5,,,aggregate_behavior,32.0,3.0
control,time_series,7.0,,,aggregate_behavior,34.0,3.0
control,time_series,7.5,,,aggregate_behavior,23.0,3.0
rat_present,time_series,8.0,,,aggregate_behavior,24.0,3.0
rat_present,time_series,8.5,,,aggregate_behavior,14.0,3.0
rat_present,time_series,9.0,,,aggregate_behavior,11.0,3.0
rat_present,time_series,9.5,,,aggregate_behavior,4.0,3.0
rat_present,time_series,10.0,,,aggregate_behavior,6.0,3.0
control,time_series,10.5,,,aggregate_behavior,10.0,3.0
control,time_series,11.0,,,aggregate_behavior,7.0,3.0
control,time_series,12.5,,,aggregate_behavior,1.0,3.0
control,time_series,-2.0,,,aggregate_behavior,1.0,4.0
control,time_series,-1.5,,,aggregate_behavior,1.0,4.0
control,time_series,-0.5,,,aggregate_behavior,11.0,3.737704918
rat_present,time_series,0.5,,,aggregate_behavior,3.0,3.0
control,time_series,1.0,,,aggregate_behavior,33.0,3.0
rat_present,time_series,1.5,,,aggregate_behavior,12.0,3.0
rat_present,time_series,2.0,,,aggregate_behavior,17.0,3.0
rat_present,time_series,2.5,,,aggregate_behavior,39.0,3.0
rat_present,time_series,3.0,,,aggregate_behavior,19.0,2.999471179
control,time_series,3.5,,,aggregate_behavior,37.0,2.737704918
control,time_series,4.0,,,aggregate_behavior,40.0,2.245901639
control,time_series,4.5,,,aggregate_behavior,31.0,2.0
control,time_series,5.0,,,aggregate_behavior,22.0,2.0
control,time_series,5.5,,,aggregate_behavior,21.0,2.0
rat_present,time_series,6.0,,,aggregate_behavior,35.0,2.0
control,time_series,6.5,,,aggregate_behavior,28.0,2.0
rat_present,time_series,7.0,,,aggregate_behavior,20.0,2.0
rat_present,time_series,7.5,,,aggregate_behavior,42.0,1.809384164
rat_present,time_series,8.0,,,aggregate_behavior,30.0,1.272727273
rat_present,time_series,8.5,,,aggregate_behavior,14.0,1.0
rat_present,time_series,9.0,,,aggregate_behavior,24.0,1.0
rat_present,time_series,9.5,,,aggregate_behavior,16.0,1.0
control,time_series,10.0,,,aggregate_behavior,15.0,1.0
control,time_series,10.5,,,aggregate_behavior,4.0,0.0
control,time_series,11.0,,,aggregate_behavior,1.0,0.0
control,time_series,13.0,,,aggregate_behavior,1.0,0.0
control,time_series,-2.0,,,aggregate_behavior,10.0,4.0
control,time_series,-1.5,,,aggregate_behavior,6.0,4.0
control,time_series,-1.0,,,aggregate_behavior,11.0,3.998413538
rat_present,time_series,-0.5,,,aggregate_behavior,15.0,3.721311475
control,time_series,0.0,,,aggregate_behavior,15.0,3.230037017
control,time_series,0.5,,,aggregate_behavior,25.0,3.0
rat_present,time_series,1.0,,,aggregate_behavior,31.0,3.0
control,time_series,1.5,,,aggregate_behavior,34.0,3.0
control,time_series,2.0,,,aggregate_behavior,40.0,3.0
control,time_series,2.5,,,aggregate_behavior,50.0,2.758064516
rat_present,time_series,3.0,,,aggregate_behavior,30.0,2.241935484
control,time_series,3.5,,,aggregate_behavior,40.0,2.0
rat_present,time_series,4.0,,,aggregate_behavior,28.0,2.0
control,time_series,4.5,,,aggregate_behavior,45.0,2.0
control,time_series,5.0,,,aggregate_behavior,22.0,2.0
control,time_series,5.5,,,aggregate_behavior,37.0,2.0
rat_present,time_series,6.0,,,aggregate_behavior,22.0,1.999487967
control,time_series,6.5,,,aggregate_behavior,52.0,1.746031746
control,time_series,7.0,,,aggregate_behavior,30.0,1.26984127
rat_present,time_series,7.5,,,aggregate_behavior,37.0,1.001536098
rat_present,time_series,8.0,,,aggregate_behavior,14.0,1.0
control,time_series,8.5,,,aggregate_behavior,29.0,1.0
rat_present,time_series,9.0,,,aggregate_behavior,13.0,1.0
rat_present,time_series,9.5,,,aggregate_behavior,11.0,0.782608696
control,time_series,10.0,,,aggregate_behavior,4.0,0.347826087
control,time_series,11.5,,,aggregate_behavior,3.0,0.0
control,time_series,12.5,,,aggregate_behavior,1.0,0.0
rat_present,time_series,-1.5,,,aggregate_behavior,7.0,4.0
control,time_series,-1.0,,,aggregate_behavior,1.0,3.996827076
control,time_series,-0.5,,,aggregate_behavior,40.0,3.704918033
control,time_series,0.0,,,aggregate_behavior,24.0,3.214701216
control,time_series,0.5,,,aggregate_behavior,2.0,3.0
rat_present,time_series,1.0,,,aggregate_behavior,12.0,3.0
control,time_series,1.5,,,aggregate_behavior,17.0,3.0
rat_present,time_series,2.0,,,aggregate_behavior,25.0,3.0
rat_present,time_series,2.5,,,aggregate_behavior,19.0,3.0
control,time_series,3.0,,,aggregate_behavior,35.0,3.0
control,time_series,3.5,,,aggregate_behavior,15.0,3.0
control,time_series,4.0,,,aggregate_behavior,57.0,3.0
control,time_series,4.5,,,aggregate_behavior,43.0,2.749423963
rat_present,time_series,5.0,,,aggregate_behavior,38.0,2.217741935
control,time_series,5.5,,,aggregate_behavior,42.0,2.0
control,time_series,6.0,,,aggregate_behavior,33.0,2.0
control,time_series,6.5,,,aggregate_behavior,39.0,2.0
control,time_series,7.0,,,aggregate_behavior,35.0,2.0
rat_present,time_series,7.5,,,aggregate_behavior,4.0,2.0
rat_present,time_series,8.0,,,aggregate_behavior,8.0,1.999443826
control,time_series,8.5,,,aggregate_behavior,21.0,1.724137931
control,time_series,9.0,,,aggregate_behavior,16.0,1.210233593
rat_present,time_series,9.5,,,aggregate_behavior,14.0,1.0
control,time_series,10.0,,,aggregate_behavior,7.0,1.0
control,time_series,10.5,,,aggregate_behavior,2.0,1.0
control,time_series,-2.0,,,aggregate_behavior,3.0,4.0
control,time_series,-1.5,,,aggregate_behavior,2.0,4.0
control,time_series,-1.0,,,aggregate_behavior,6.0,4.0
control,time_series,-0.5,,,aggregate_behavior,6.0,4.0
rat_present,time_series,0.0,,,aggregate_behavior,10.0,3.996774194
control,time_series,0.5,,,aggregate_behavior,28.0,3.7
control,time_series,1.0,,,aggregate_behavior,39.0,3.203225806
rat_present,time_series,1.5,,,aggregate_behavior,25.0,3.0
control,time_series,2.0,,,aggregate_behavior,32.0,3.0
rat_present,time_series,2.5,,,aggregate_behavior,29.0,3.0
control,time_series,3.0,,,aggregate_behavior,31.0,3.0
control,time_series,3.5,,,aggregate_behavior,37.0,3.0
control,time_series,4.0,,,aggregate_behavior,26.0,3.0
control,time_series,4.5,,,aggregate_behavior,49.0,2.754098361
rat_present,time_series,5.0,,,aggregate_behavior,15.0,2.262295082
rat_present,time_series,5.5,,,aggregate_behavior,12.0,2.000528821
control,time_series,6.0,,,aggregate_behavior,30.0,2.0
control,time_series,6.5,,,aggregate_behavior,26.0,2.0
rat_present,time_series,7.0,,,aggregate_behavior,17.0,2.0
control,time_series,7.5,,,aggregate_behavior,27.0,2.0
rat_present,time_series,8.0,,,aggregate_behavior,16.0,2.0
rat_present,time_series,8.5,,,aggregate_behavior,17.0,2.0
control,time_series,9.0,,,aggregate_behavior,9.0,2.0
control,time_series,9.5,,,aggregate_behavior,7.0,2.0
control,time_series,10.0,,,aggregate_behavior,13.0,1.99755002
control,time_series,10.5,,,aggregate_behavior,6.0,1.772151899
control,time_series,11.5,,,aggregate_behavior,1.0,1.055532871
control,time_series,-2.0,,,aggregate_behavior,2.0,4.0
control,time_series,-1.5,,,aggregate_behavior,18.0,4.0
control,time_series,-1.0,,,aggregate_behavior,1.0,3.838709677
control,time_series,-0.5,,,aggregate_behavior,6.0,3.0
control,time_series,0.0,,,aggregate_behavior,13.0,3.0
control,time_series,0.5,,,aggregate_behavior,9.0,3.0
control,time_series,1.0,,,aggregate_behavior,22.0,3.0
control,time_series,1.5,,,aggregate_behavior,27.0,3.0
rat_present,time_series,2.0,,,aggregate_behavior,10.0,3.0
rat_present,time_series,2.5,,,aggregate_behavior,33.0,3.0
control,time_series,3.0,,,aggregate_behavior,21.0,2.996878252
control,time_series,3.5,,,aggregate_behavior,38.0,2.709677419
control,time_series,4.0,,,aggregate_behavior,29.0,2.226326743
control,time_series,4.5,,,aggregate_behavior,28.0,2.0
rat_present,time_series,5.0,,,aggregate_behavior,17.0,2.0
control,time_series,5.5,,,aggregate_behavior,53.0,2.0
control,time_series,6.0,,,aggregate_behavior,32.0,2.0
control,time_series,6.5,,,aggregate_behavior,34.0,2.0
rat_present,time_series,7.0,,,aggregate_behavior,21.0,2.0
control,time_series,7.5,,,aggregate_behavior,37.0,1.745762712
control,time_series,8.0,,,aggregate_behavior,27.0,1.237834882
control,time_series,8.5,,,aggregate_behavior,21.0,1.0
control,time_series,9.0,,,aggregate_behavior,9.0,1.0
control,time_series,9.5,,,aggregate_behavior,13.0,1.0
control,time_series,10.0,,,aggregate_behavior,13.0,1.0
control,time_series,10.5,,,aggregate_behavior,8.0,1.0
control,time_series,11.0,,,aggregate_behavior,6.0,1.0
control,time_series,11.5,,,aggregate_behavior,1.0,1.0
control,time_series,12.0,,,aggregate_behavior,1.0,1.0
control,time_series,-2.0,,,aggregate_behavior,1.0,4.0
control,time_series,-1.5,,,aggregate_behavior,1.0,4.0
control,time_series,-1.0,,,aggregate_behavior,5.0,3.999423963
control,time_series,-0.5,,,aggregate_behavior,3.0,3.714285714
control,time_series,0.0,,,aggregate_behavior,18.0,3.187211982
control,time_series,0.5,,,aggregate_behavior,4.0,3.0
rat_present,time_series,1.0,,,aggregate_behavior,13.0,2.998302207
control,time_series,1.5,,,aggregate_behavior,20.0,2.701754386
rat_present,time_series,2.0,,,aggregate_behavior,15.0,2.183927561
control,time_series,2.5,,,aggregate_behavior,37.0,2.0
control,time_series,3.0,,,aggregate_behavior,11.0,2.0
rat_present,time_series,3.5,,,aggregate_behavior,41.0,2.0
control,time_series,4.0,,,aggregate_behavior,42.0,2.0
rat_present,time_series,4.5,,,aggregate_behavior,20.0,2.0
control,time_series,5.0,,,aggregate_behavior,46.0,2.0
control,time_series,5.5,,,aggregate_behavior,31.0,2.0
rat_present,time_series,6.0,,,aggregate_behavior,19.0,1.99219563
rat_present,time_series,6.5,,,aggregate_behavior,27.0,1.677419355
control,time_series,7.0,,,aggregate_behavior,24.0,1.196670135
control,time_series,7.5,,,aggregate_behavior,41.0,1.0
control,time_series,8.0,,,aggregate_behavior,28.0,1.0
control,time_series,8.5,,,aggregate_behavior,22.0,1.0
control,time_series,9.0,,,aggregate_behavior,11.0,1.0
control,time_series,9.5,,,aggregate_behavior,9.0,1.0
control,time_series,10.0,,,aggregate_behavior,7.0,1.0
control,time_series,10.5,,,aggregate_behavior,4.0,0.0
control,time_series,-2.0,,,aggregate_behavior,13.0,4.0
control,time_series,-1.5,,,aggregate_behavior,9.0,4.0
control,time_series,-1.0,,,aggregate_behavior,2.0,3.992319508
control,time_series,0.0,,,aggregate_behavior,1.0,3.207885305
control,time_series,0.5,,,aggregate_behavior,4.0,3.0
control,time_series,1.0,,,aggregate_behavior,13.0,3.0
control,time_series,1.5,,,aggregate_behavior,38.0,3.0
control,time_series,2.0,,,aggregate_behavior,14.0,3.0
control,time_series,2.5,,,aggregate_behavior,34.0,3.0
control,time_series,3.0,,,aggregate_behavior,25.0,3.0
control,time_series,3.5,,,aggregate_behavior,43.0,3.0
control,time_series,4.0,,,aggregate_behavior,33.0,3.0
control,time_series,4.5,,,aggregate_behavior,23.0,3.0
control,time_series,5.0,,,aggregate_behavior,29.0,3.0
control,time_series,5.5,,,aggregate_behavior,43.0,3.0
control,time_series,6.0,,,aggregate_behavior,48.0,3.0
control,time_series,6.5,,,aggregate_behavior,12.0,3.0
control,time_series,7.0,,,aggregate_behavior,33.0,3.0
control,time_series,7.5,,,aggregate_behavior,48.0,3.0
control,time_series,8.0,,,aggregate_behavior,33.0,3.0
control,time_series,8.5,,,aggregate_behavior,23.0,3.0
control,time_series,9.0,,,aggregate_behavior,4.0,3.0
control,time_series,9.5,,,aggregate_behavior,6.0,3.0
control,time_series,10.0,,,aggregate_behavior,4.0,3.0
control,time_series,10.5,,,aggregate_behavior,7.0,3.0
control,time_series,11.0,,,aggregate_behavior,2.0,3.0
control,time_series,-2.0,,,aggregate_behavior,6.0,4.0
control,time_series,-1.0,,,aggregate_behavior,5.0,3.964516129
control,time_series,-0.5,,,aggregate_behavior,12.0,3.566666667
